# "year", "no", "page", "clipno", "area", "class"
2013,9,38,0,1015488,1
2014,1,13,3,51834,0
2013,8,4,4,11097,0
2013,8,93,4,99072,0
2014,2,93,4,99072,0
2013,10,71,0,2535,0
2014,4,94,8,47424,0
2014,4,68,11,34932,0
2014,2,52,2,81144,0
2014,8,37,0,1171368,1
2013,9,87,1,2898,0
2014,8,47,0,395157,1
2014,9,20,2,53550,0
2014,4,24,4,1467726,1
2014,10,71,2,41184,0
2013,10,29,4,929250,1
2014,8,93,2,89856,0
2013,9,54,2,841428,1
2014,4,4,7,15660,0
2014,5,76,0,293670,1
2013,9,43,6,30186,0
2014,9,94,5,48138,0
2013,8,61,5,136350,0
2014,7,5,0,46926,0
2014,5,20,1,1159746,1
2014,9,21,0,6576,0
2014,2,40,4,40269,0
2014,2,2,2,478923,1
2014,1,31,4,71187,0
2013,10,41,2,7854,0
2014,2,81,2,4320,0
2014,3,53,5,50358,0
2013,10,89,1,1453218,1
2014,9,73,0,27246,0
2014,2,94,5,22644,0
2014,1,82,5,14553,0
2014,2,20,3,53190,1
2014,9,90,0,5244,0
2014,7,99,3,8325,0
2014,9,86,1,68295,0
2014,5,88,8,6120,0
2013,10,8,2,1339572,1
2014,9,46,0,29862,0
2014,4,7,2,77307,0
2014,5,5,5,1467726,1
2014,5,26,0,226938,0
2013,8,78,2,205686,1
2014,10,14,2,14874,0
2013,10,29,0,7353,0
2013,9,87,2,5508,0
2014,6,3,1,7434,0
2014,6,44,0,238182,1
2014,1,60,0,4536,0
2014,5,70,5,16554,0
2014,3,48,1,116265,0
2013,8,90,5,59472,0
2014,9,20,3,295404,1
2013,10,82,1,29892,0
2014,4,94,9,22950,0
2014,1,91,7,44064,0
2014,1,12,4,43524,0
2014,1,4,10,17922,0
2013,9,20,0,24840,0
2014,2,100,3,3552,0
2014,5,100,1,1349649,1
2014,7,41,3,51054,0
2013,9,86,0,4872,0
2014,6,87,2,5508,0
2013,10,61,0,10260,0
2014,8,60,0,543228,1
2014,5,97,8,122478,0
2013,8,90,0,8400,0
2014,1,87,4,196812,1
2014,6,97,8,5049,0
2014,2,51,0,313212,1
2013,9,58,0,4872,0
2014,8,14,5,258720,1
2014,2,61,3,80154,0
2014,6,58,1,171477,1
2014,8,83,4,26280,0
2014,7,56,4,700476,0
2014,3,28,0,5418,0
2014,7,29,2,1467726,1
2014,1,7,0,2352,0
2013,8,54,0,29241,0
2014,8,86,8,12627,0
2014,2,14,2,80676,0
2013,10,85,1,38916,0
2014,6,62,2,1230996,1
2013,8,25,0,1436769,1
2014,4,45,3,68400,0
2014,5,97,6,43362,0
2014,4,90,6,1397604,0
2014,1,60,5,115752,0
2013,10,58,0,1002366,1
2013,10,43,1,8424,0
2014,5,88,9,51330,0
2013,9,41,3,5760,0
2014,6,60,2,713832,1
2013,9,23,0,5886,0
2013,9,59,3,1005192,1
2013,9,79,1,1077450,1
2014,5,51,6,24864,0
2014,2,52,1,9570,0
2014,7,21,1,531732,1
2014,9,87,2,5508,0
2013,9,45,2,730221,1
2014,4,13,6,288045,1
2014,8,62,2,52920,0
2014,1,47,6,183618,1
2014,5,57,0,1269135,1
2014,7,91,7,4557,0
2014,6,18,2,1329330,1
2014,6,17,1,74760,1
2014,10,94,3,47508,0
2014,1,39,1,107562,1
2013,9,58,2,578088,1
2014,1,36,5,879543,1
2014,5,28,4,5451,0
2014,2,5,2,6237,0
2014,4,25,3,35952,0
2014,4,99,3,924063,1
2014,3,86,4,172617,0
2013,10,94,12,9639,0
2014,2,48,2,17892,0
2014,8,95,6,101460,1
2014,4,68,2,57768,0
2013,9,87,7,46800,1
2014,10,9,0,1467726,1
2014,6,95,11,101460,1
2014,4,92,7,28836,0
2014,8,19,0,26970,0
2014,1,83,4,1166712,1
2014,8,80,3,84600,0
2014,4,96,1,42840,0
2014,3,90,0,69384,0
2014,5,22,4,6399,0
2014,10,14,4,130356,0
2014,4,68,10,6840,0
2013,8,87,0,2520,0
2014,8,48,1,14028,0
2013,9,61,0,1424022,1
2013,10,12,3,43524,0
2014,7,90,5,43659,0
2014,1,76,3,5253,0
2014,3,4,7,21489,0
2014,10,81,1,4914,0
2014,3,4,16,41124,0
2014,9,59,1,83790,1
2014,4,25,0,2478,0
2014,1,90,11,75030,0
2014,7,4,17,24534,0
2014,7,97,0,6120,0
2014,1,2,4,1005192,1
2014,4,90,3,39672,0
2013,10,77,1,13545,0
2014,3,54,1,211008,0
2013,10,19,1,621972,1
2014,2,14,0,2982,0
2014,9,5,2,5940,0
2014,9,22,3,263466,1
2014,5,8,3,34776,0
2013,8,90,4,4182,0
2014,7,8,4,1012824,1
2014,1,7,4,16638,0
2014,10,91,0,8643,0
2013,9,58,1,8424,0
2014,5,54,4,38493,0
2014,1,88,4,149058,0
2013,9,25,3,39936,0
2014,6,94,11,23256,0
2014,2,66,0,35052,0
2014,1,77,0,961950,1
2014,10,60,3,107520,1
2014,2,88,7,59292,0
2014,9,71,3,136152,0
2014,1,3,0,78912,0
2014,3,93,2,76152,0
2014,2,5,3,17112,0
2014,2,73,1,2184,0
2014,6,22,1,88740,0
2014,4,86,0,3948,0
2014,1,11,3,895932,1
2013,9,94,2,58443,0
2014,8,6,17,13746,0
2014,1,78,1,600039,1
2014,2,88,0,6426,0
2014,10,80,6,6720,0
2014,9,12,5,43524,0
2014,2,4,15,20793,0
2014,5,65,3,111864,0
2013,8,88,12,159132,0
2013,8,92,2,89661,0
2014,7,80,10,127779,0
2014,5,4,1,125520,0
2014,8,78,1,176382,0
2014,5,63,0,232440,0
2014,8,6,19,344169,1
2014,2,82,0,149760,0
2013,9,90,6,4200,0
2014,5,16,2,8697,0
2014,10,47,1,1108728,1
2013,10,63,2,64428,0
2013,9,64,0,3990,0
2014,5,94,9,22950,0
2014,2,91,3,9792,0
2014,5,11,0,12690,0
2014,7,86,3,172617,0
2014,8,6,12,20430,0
2013,10,63,0,2604,0
2014,4,86,7,368220,0
2014,5,28,1,30912,0
2014,10,40,1,7866,0
2014,8,51,1,47580,0
2014,4,15,1,1028865,1
2014,7,72,3,93912,0
2013,8,9,4,935550,1
2014,1,86,1,68295,0
2014,9,21,6,24225,0
2014,5,4,9,14418,0
2014,5,91,1,62622,0
2013,9,19,7,279279,1
2014,10,30,1,74061,0
2014,9,64,1,26793,0
2014,1,80,3,83331,0
2013,8,88,5,10062,0
2013,10,27,5,180027,1
2014,6,36,1,1356498,1
2014,6,88,14,19422,0
2014,8,86,3,64395,0
2014,5,92,4,479520,1
2014,1,86,7,34560,0
2014,8,45,4,16029,0
2014,4,16,4,37632,0
2014,6,3,4,877734,1
2014,7,97,7,5049,0
2014,7,29,1,10143,0
2014,4,95,4,35763,0
2013,9,96,2,79002,0
2014,5,77,0,30441,0
2014,8,20,2,1131612,1
2014,4,97,4,57888,0
2014,6,67,0,1115829,1
2014,1,47,2,54405,0
2014,7,87,4,86976,1
2013,8,87,4,196812,1
2014,2,50,1,15876,0
2013,10,72,9,546480,1
2014,10,80,5,6225,0
2014,2,13,0,1467726,1
2014,6,32,1,11880,0
2013,10,23,1,2058,0
2014,10,12,0,16185,0
2014,10,1,1,54810,0
2014,4,45,5,55125,0
2014,3,10,0,1225632,1
2014,3,95,5,213282,1
2014,3,94,12,52824,0
2014,10,98,7,20448,0
2014,4,81,5,4209,0
2013,8,99,2,45870,0
2014,3,88,10,51330,0
2014,7,80,5,6225,0
2014,8,19,1,481464,1
2014,5,94,7,22950,0
2014,4,16,5,35547,0
2013,10,54,2,11484,0
2014,3,19,10,111384,0
2014,4,93,1,22572,0
2014,1,73,0,38610,0
2014,4,68,4,10560,0
2014,9,15,7,319806,1
2013,8,82,5,11160,0
2014,3,48,0,1067106,1
2014,5,81,1,122409,0
2014,9,33,2,10920,0
2014,2,35,4,77568,0
2014,5,87,5,46800,1
2014,6,7,0,2352,0
2014,4,34,0,1467726,1
2014,9,20,0,3948,0
2013,8,64,0,22680,0
2014,9,98,2,4140,0
2013,8,3,1,7434,0
2014,2,86,9,368220,0
2014,9,16,1,43473,0
2013,9,92,6,5049,0
2013,8,72,4,492180,1
2014,2,93,5,100230,0
2014,1,4,14,20010,0
2014,10,88,0,6426,0
2014,2,76,3,38400,0
2014,3,88,13,101430,0
2014,6,39,1,127980,1
2014,1,43,4,688338,1
2014,7,92,6,28836,0
2014,1,76,0,63735,1
2014,1,98,4,136323,0
2014,5,9,0,36225,0
2014,9,95,7,27840,0
2014,9,48,1,10260,0
2014,10,83,1,17340,0
2014,10,23,0,2808,0
2014,6,93,4,510234,1
2014,4,99,0,37710,0
2014,6,59,1,60198,0
2014,1,18,0,1467726,1
2014,2,77,7,502512,1
2014,4,49,1,1276521,1
2014,3,63,5,348075,1
2013,9,46,2,423150,1
2013,9,1,0,1467726,1
2014,8,88,11,146661,0
2013,9,8,6,27183,0
2014,8,49,1,10836,0
2013,10,10,4,37761,0
2014,8,78,8,8112,0
2014,1,21,0,2520,0
2014,3,81,1,122409,0
2014,1,78,0,728400,1
2014,1,22,0,444012,1
2014,4,94,1,15768,0
2013,9,100,0,1467726,1
2013,10,98,2,7650,0
2013,8,98,2,30744,0
2014,8,88,8,6120,0
2014,2,94,4,15552,0
2013,8,67,1,624720,1
2014,2,94,0,2184,0
2013,9,19,5,5748,0
2014,5,53,1,87318,0
2014,3,62,2,1267032,1
2013,10,81,2,121203,0
2014,10,55,0,730221,1
2014,3,19,9,21414,0
2014,9,63,1,269685,1
2014,9,88,11,146661,0
2013,10,86,1,68295,0
2013,9,97,6,92619,0
2014,4,88,5,21150,0
2014,2,95,5,661419,1
2014,5,51,3,52212,0
2014,6,51,0,31416,0
2014,7,12,2,11088,0
2014,1,100,2,10260,0
2014,5,79,3,189750,1
2014,2,97,9,5715,0
2013,8,18,0,1357722,0
2014,10,91,3,9792,0
2014,7,91,1,62622,0
2013,8,76,4,30186,0
2014,8,76,2,1351182,1
2013,10,78,0,196668,0
2014,4,20,3,168849,0
2014,7,20,1,876,0
2013,9,7,3,8190,0
2014,5,24,0,246240,1
2013,10,80,0,53424,0
2014,6,94,14,22950,0
2013,10,78,4,23763,0
2013,8,12,3,28737,0
2013,10,38,0,11130,0
2014,6,94,10,50175,0
2014,7,8,1,134469,0
2013,10,34,1,1467726,1
2013,10,82,6,5049,0
2014,5,54,0,4914,0
2014,6,64,0,595080,1
2014,9,10,3,40698,0
2014,10,13,10,208236,1
2013,10,86,8,120780,0
2014,5,18,3,1467726,1
2013,10,66,5,24864,0
2014,10,16,0,2520,0
2014,8,59,2,200700,1
2013,10,3,0,78912,0
2014,2,82,9,5049,0
2014,5,34,4,19080,0
2014,6,4,4,7467,0
2014,2,54,3,1467726,1
2014,9,68,0,15708,0
2014,4,82,2,9438,0
2014,4,91,1,62622,0
2014,1,29,3,715653,1
2013,8,94,17,4620,0
2014,1,52,1,1405812,1
2014,9,81,5,3096,0
2014,5,29,2,52197,0
2014,9,4,4,5628,0
2013,10,94,13,22950,0
2013,10,39,0,8307,0
2014,4,83,3,1162560,1
2014,9,85,2,9750,0
2013,9,10,3,34932,0
2014,3,93,1,22176,0
2014,5,83,1,93810,0
2014,1,49,0,2604,0
2014,6,13,2,502596,1
2014,9,29,1,627183,1
2014,10,24,3,660447,1
2014,7,55,0,16356,0
2014,5,47,0,1260132,1
2014,2,98,0,73590,0
2014,10,95,6,629901,1
2014,2,57,2,1272348,1
2014,4,71,0,5292,0
2013,8,39,3,471240,1
2014,7,27,4,9024,0
2014,7,63,4,207690,0
2014,6,19,2,101787,0
2014,2,77,6,116886,1
2014,1,88,0,6426,0
2014,2,85,0,66603,0
2014,4,15,2,2907,0
2014,2,87,2,5508,0
2014,6,61,5,57420,0
2014,7,4,18,22881,0
2013,10,4,10,16038,0
2014,7,47,2,1467726,1
2013,8,55,0,2604,0
2014,2,45,3,373305,1
2014,7,18,1,9321,0
2014,3,7,1,25578,0
2014,5,51,1,13032,0
2013,9,49,6,2832,0
2013,9,31,4,80535,0
2014,1,38,1,832197,1
2014,7,23,1,1467726,1
2014,5,4,7,13398,0
2013,10,3,1,7434,0
2013,8,61,3,2832,0
2014,8,83,1,17340,0
2013,10,66,3,11340,0
2014,4,9,6,29304,0
2014,2,72,2,205686,1
2014,6,93,0,5796,0
2013,9,92,5,28836,0
2014,4,98,4,136323,0
2014,8,52,0,4662,0
2014,1,87,3,48276,0
2014,10,88,6,21150,0
2014,4,12,0,286620,1
2013,9,29,4,3654,0
2014,10,3,3,227520,0
2014,2,40,1,16359,0
2013,8,95,5,64944,0
2014,9,24,0,697098,1
2014,5,89,2,1453218,1
2014,4,98,1,30744,0
2014,3,19,5,24864,0
2014,10,59,4,11745,0
2014,5,17,0,5016,0
2014,9,52,2,36963,0
2014,7,26,5,808542,1
2014,7,63,2,16389,0
2014,3,94,0,5418,0
2014,4,9,5,3264,0
2014,10,65,1,21660,0
2014,4,72,0,162525,0
2014,9,60,2,442464,1
2014,3,63,2,2226,0
2014,7,88,2,58725,0
2014,5,93,3,5940,0
2014,1,70,0,5400,0
2013,10,91,1,24552,0
2014,5,20,3,43524,0
2013,9,43,9,21156,0
2014,2,19,1,10656,0
2013,9,31,5,73944,0
2014,7,44,0,21546,0
2014,1,90,13,693240,1
2014,9,91,10,2520,0
2013,8,60,8,710160,0
2014,4,94,17,22644,0
2014,4,74,2,505302,1
2014,5,37,0,715653,1
2014,7,100,2,6720,0
2014,3,8,1,2754,0
2014,5,88,4,244296,0
2014,2,75,0,1250700,1
2014,7,55,1,42750,0
2014,1,90,8,58056,0
2014,4,4,1,9702,0
2014,9,44,2,13860,0
2014,9,18,4,18600,0
2014,8,90,2,26532,0
2014,10,94,10,9381,0
2014,3,96,1,59280,0
2014,8,28,5,583395,1
2014,1,13,1,586362,1
2014,8,92,0,5838,0
2014,7,86,5,34560,0
2013,10,50,2,94560,1
2014,5,88,0,6426,0
2014,6,37,0,164934,0
2014,8,78,7,42120,0
2014,10,24,4,242055,1
2014,3,82,4,183546,0
2014,3,8,2,984474,1
2014,8,86,7,367080,0
2014,5,73,4,136512,0
2014,2,48,5,25575,0
2014,9,80,0,53424,0
2014,8,6,5,12474,0
2014,10,87,7,46800,1
2014,10,36,2,54351,0
2014,1,77,1,229767,0
2014,5,64,2,31968,0
2014,7,76,1,812166,1
2014,9,21,1,18939,0
2014,10,97,0,5400,0
2014,3,83,4,8970,0
2014,2,94,8,47424,0
2013,9,35,2,445656,1
2014,2,89,1,1453218,1
2014,10,39,0,621846,1
2014,8,91,12,4575,0
2014,9,46,1,654150,1
2013,9,90,3,1911,0
2014,10,95,4,6300,0
2014,1,24,4,8904,0
2014,6,58,2,641277,1
2014,7,14,2,60030,0
2014,7,63,1,728400,1
2013,10,66,0,5400,0
2013,9,98,6,136323,0
2014,8,2,0,1271058,1
2014,8,66,1,1467726,1
2013,8,68,0,1467726,1
2014,9,23,0,85293,1
2014,8,55,4,11163,0
2014,5,81,0,12036,0
2014,7,59,4,1467726,1
2014,6,7,2,132678,0
2014,9,84,3,16605,0
2013,10,29,2,17328,0
2014,3,99,2,869028,1
2014,5,8,1,59778,0
2013,10,52,0,4914,0
2014,4,87,4,86976,1
2014,8,90,4,1395186,0
2014,9,35,2,744744,1
2013,10,36,0,892290,1
2014,8,81,0,12036,0
2014,2,88,1,13464,0
2013,9,90,5,59472,0
2014,8,94,8,46206,0
2013,10,88,5,10062,0
2014,5,87,2,48276,0
2014,1,83,3,77115,0
2014,2,32,0,427635,1
2014,2,23,1,11934,0
2013,10,96,3,190638,1
2013,9,48,1,52815,0
2014,5,55,0,1467726,1
2014,3,67,1,3600,0
2014,5,95,1,4473,0
2014,5,73,0,901395,0
2014,8,6,1,12474,0
2014,10,97,5,45684,0
2013,10,93,6,119505,0
2014,1,67,1,14994,0
2013,8,12,2,27342,0
2014,3,29,4,1467726,1
2013,10,86,6,237843,1
2014,3,76,1,1365750,1
2014,5,10,1,43524,0
2014,1,40,1,1467726,1
2014,4,66,3,303222,1
2013,8,86,10,12627,0
2013,10,87,5,86976,1
2014,4,83,1,93810,0
2014,9,80,10,127779,0
2013,10,59,3,60375,1
2013,8,97,5,74115,0
2014,6,28,1,691980,1
2014,8,86,6,120780,0
2014,1,94,3,15552,0
2014,6,99,4,2385,0
2014,2,82,8,11160,0
2014,5,27,0,194292,0
2014,9,91,5,12834,0
2014,2,22,0,479808,1
2014,6,5,3,123492,0
2013,10,72,10,213720,0
2013,10,88,7,59292,0
2014,8,54,5,87096,0
2013,8,61,2,47424,0
2013,8,4,12,219600,1
2013,9,29,1,559098,1
2014,4,91,6,276948,0
2014,8,91,2,14700,0
2014,7,41,4,7200,0
2013,8,83,0,200376,0
2013,10,68,0,23478,0
2014,8,82,2,184473,0
2014,7,96,4,153765,0
2014,6,54,2,636870,1
2014,9,21,7,94446,0
2014,5,59,0,351453,1
2014,3,53,7,55188,0
2014,2,94,7,22950,0
2014,8,24,2,150345,1
2014,8,63,6,5808,0
2014,2,86,0,2184,0
2014,10,93,6,4752,0
2013,8,76,12,223155,1
2013,8,3,2,155088,0
2014,1,66,1,509694,1
2014,2,100,1,52488,0
2013,10,96,4,36888,0
2014,6,37,2,222708,1
2013,9,67,1,16554,0
2014,8,70,0,429825,1
2013,8,86,8,120780,0
2013,10,66,1,4161,0
2014,10,94,5,48138,0
2014,3,96,5,37632,0
2014,1,50,0,5712,0
2014,2,77,1,308550,1
2014,6,90,1,6000,0
2014,10,85,9,4752,0
2014,9,14,4,43524,0
2014,9,82,5,11160,0
2014,6,54,1,14952,0
2014,4,5,2,5940,0
2014,7,50,2,713310,1
2014,8,79,0,1248426,1
2014,8,21,0,1234638,1
2013,10,90,9,82350,0
2014,2,41,5,914142,1
2014,3,81,4,8439,0
2013,8,71,1,1392,0
2014,5,82,0,149760,0
2014,8,95,8,32994,0
2013,9,26,1,539520,0
2014,7,39,1,39054,0
2014,2,88,11,146661,0
2014,6,83,3,8970,0
2014,5,58,3,378768,0
2013,8,10,2,1207707,1
2014,3,82,5,159600,0
2014,9,51,2,687999,1
2014,10,85,5,6912,0
2014,8,48,2,1425843,1
2014,3,21,3,28800,0
2014,8,43,1,246339,1
2013,8,18,1,43524,0
2014,5,38,0,3696,0
2014,10,7,0,160746,0
2014,8,62,0,92256,0
2014,8,92,6,617760,1
2013,10,84,1,101331,0
2014,10,98,6,5625,0
2014,2,88,12,163404,0
2014,6,91,12,4575,0
2014,1,12,3,28536,0
2013,8,34,0,1154514,1
2014,9,75,0,2478,0
2013,9,49,0,27246,0
2014,4,63,0,1467726,1
2014,7,24,6,9072,0
2014,2,89,0,17775,0
2014,7,57,5,78936,0
2014,4,5,0,6174,0
2014,3,3,1,91242,0
2014,2,76,6,6783,0
2013,8,73,1,1467726,1
2014,2,3,4,868062,1
2014,1,69,2,32487,0
2014,10,93,3,5940,0
2014,2,42,0,522198,1
2014,10,43,1,121500,1
2014,9,67,2,5439,0
2014,5,99,1,22464,0
2014,3,82,7,11160,0
2014,6,96,0,5754,0
2014,4,64,0,5700,0
2014,5,98,1,22464,0
2014,2,71,1,20790,0
2014,10,51,1,2352,0
2014,6,7,1,2340,0
2014,7,22,6,50373,0
2014,9,4,13,270402,1
2014,2,95,0,6048,0
2013,10,17,1,67881,0
2013,8,48,0,1467726,1
2014,5,97,0,358737,1
2014,5,91,6,276948,0
2014,8,80,10,127779,0
2014,3,33,1,453303,1
2014,8,96,6,38133,0
2014,1,7,3,9450,0
2014,9,71,1,22752,0
2014,6,14,2,39303,0
2014,1,1,0,11592,0
2014,9,39,6,499032,1
2014,2,29,0,805653,1
2013,9,49,14,408342,0
2014,3,38,3,1267416,1
2013,8,98,6,9900,0
2013,9,11,2,96105,0
2014,10,55,2,508305,1
2013,8,80,2,66456,0
2014,6,84,2,101331,0
2014,9,8,1,11388,0
2013,10,96,6,10368,0
2014,9,60,1,416823,1
2014,7,80,0,53424,0
2014,9,79,0,1248426,1
2014,5,21,0,1467726,1
2014,1,63,2,56643,0
2013,10,95,5,661419,1
2013,8,81,2,121203,0
2014,6,74,0,449475,1
2014,8,100,4,12420,0
2013,9,26,3,636480,1
2014,2,27,1,1467726,1
2013,8,40,0,1467726,1
2014,7,15,3,41241,0
2014,10,37,2,10449,0
2014,9,80,8,93984,0
2014,1,94,8,22950,0
2014,10,98,11,4998,0
2014,10,77,1,3105,0
2014,9,64,0,164724,0
2014,4,2,3,1290372,1
2014,10,62,0,26373,0
2014,3,30,1,15276,0
2014,3,93,5,100230,0
2014,6,50,0,101304,0
2014,7,85,0,2604,0
2014,3,92,1,236340,0
2014,4,27,3,227454,0
2013,9,47,0,387504,1
2014,1,76,8,595128,1
2014,8,50,0,44376,0
2014,9,90,4,16128,0
2014,9,73,5,5808,0
2014,1,44,0,1467726,1
2014,6,84,1,76635,0
2014,8,14,7,43524,0
2013,10,54,0,82593,0
2013,10,90,2,17226,0
2014,4,77,2,12348,0
2014,5,94,18,92136,0
2014,3,57,8,47610,0
2014,7,14,0,49296,0
2014,8,34,1,180525,1
2014,1,63,1,76800,0
2014,9,98,0,3990,0
2014,6,23,2,9636,0
2014,1,1,1,1051908,1
2014,5,2,1,1467726,1
2013,8,36,0,1467726,1
2014,10,67,1,1425843,1
2014,6,4,9,17574,0
2014,4,1,0,1467726,1
2014,2,63,0,932352,1
2014,5,65,1,456936,1
2014,5,52,3,7035,0
2014,6,39,3,750618,1
2014,1,84,3,888030,1
2014,7,57,9,3456,0
2014,9,9,3,1292574,1
2013,10,59,0,1238280,1
2014,2,90,0,69384,0
2014,3,8,5,43524,0
2014,10,5,5,1409454,1
2014,4,18,0,54336,0
2013,9,11,1,166635,1
2014,2,86,1,68295,0
2014,9,52,1,15435,0
2014,2,94,12,52824,0
2014,2,91,4,3498,0
2013,9,86,8,120780,0
2014,1,63,11,8568,0
2014,6,92,5,49662,0
2014,5,12,2,27120,0
2014,7,34,4,228195,0
2014,9,4,7,20706,0
2013,10,29,3,179052,0
2014,6,4,13,41124,0
2014,2,23,3,755715,0
2014,10,86,7,5049,0
2014,1,94,17,4620,0
2013,8,76,9,21414,0
2014,5,8,0,3696,0
2014,5,94,16,9828,0
2013,8,17,4,1263774,1
2014,8,25,1,311202,1
2014,5,94,5,22644,0
2014,1,87,8,18009,0
2013,9,93,4,99072,0
2013,10,16,2,3990,0
2013,9,71,1,1248426,1
2014,2,80,3,83331,0
2014,10,5,2,6237,0
2014,5,88,3,7638,0
2014,8,54,4,2250,0
2014,6,26,0,1061643,1
2013,8,57,1,18492,0
2014,9,67,1,21150,0
2014,10,92,2,115443,0
2014,1,35,2,74844,0
2014,7,43,2,717228,1
2013,8,61,0,27246,0
2013,10,72,3,7725,0
2014,7,5,1,5940,0
2013,8,53,4,43659,0
2013,9,41,5,132048,1
2014,7,12,0,152190,1
2013,10,55,2,56643,0
2014,2,6,1,94446,0
2013,10,83,3,108528,0
2014,2,83,1,38160,0
2014,8,36,0,1467726,1
2014,5,63,3,57024,0
2014,10,94,12,80427,1
2014,7,34,3,14310,0
2014,4,56,0,628290,0
2014,9,95,0,2310,0
2013,8,13,3,14268,0
2013,10,93,8,4752,0
2014,5,70,1,226380,0
2013,10,23,0,2478,0
2014,5,80,5,127779,0
2014,3,89,0,17775,0
2014,3,62,1,29103,0
2014,7,14,3,824985,1
2013,10,9,2,34749,0
2014,8,28,3,20328,0
2014,3,3,0,37788,0
2014,10,28,1,52260,0
2014,6,82,4,184800,0
2013,10,5,2,6237,0
2014,9,51,1,499086,1
2014,4,97,8,5715,0
2014,10,71,0,14958,0
2013,8,5,4,324756,1
2014,2,82,3,160950,0
2013,9,27,1,279240,1
2013,8,82,4,14553,0
2014,10,12,2,45537,0
2014,5,61,3,1467726,1
2014,9,98,4,18216,0
2013,9,43,5,24864,0
2013,9,82,2,123096,0
2014,5,78,5,21762,0
2014,10,76,0,11115,0
2014,1,100,1,10725,0
2014,9,87,3,48276,0
2014,5,94,15,95277,0
2013,10,55,3,2880,0
2014,3,41,1,40848,0
2014,2,91,6,276948,0
2014,3,52,4,35466,0
2014,1,54,1,1150872,1
2014,1,62,2,174312,0
2014,7,68,0,466668,1
2014,5,66,1,596220,1
2013,8,65,3,1467726,1
2014,6,88,11,144669,0
2014,4,92,0,5124,0
2014,3,46,2,7665,0
2014,3,57,0,2268,0
2014,6,100,1,1083495,1
2013,8,88,2,59496,0
2014,7,84,5,3948,0
2014,7,24,3,5022,0
2014,4,6,0,8640,0
2013,10,41,3,6789,0
2014,9,31,1,26325,0
2014,10,83,2,32208,0
2014,1,63,15,127920,0
2013,10,84,5,5049,0
2014,2,4,4,74601,0
2014,1,2,0,37596,0
2014,6,31,0,34110,0
2014,4,48,0,1356498,1
2014,9,80,4,3402,0
2014,5,4,11,220524,1
2014,3,95,3,120582,0
2014,9,18,1,16860,0
2014,8,72,0,841302,1
2014,8,28,6,24225,0
2014,7,94,15,95277,0
2014,9,95,6,7560,0
2014,1,55,3,14340,0
2014,2,70,8,18576,0
2014,8,22,2,34875,0
2014,8,10,4,11340,0
2014,2,35,5,96831,1
2013,9,3,5,855972,1
2014,5,86,0,3696,0
2014,9,86,0,4872,0
2013,8,77,0,1467726,1
2014,3,51,1,59064,0
2013,10,92,4,549504,0
2013,8,27,0,27084,0
2013,9,49,12,5280,0
2013,9,17,1,4380,0
2014,6,94,16,9828,0
2013,10,4,13,21315,0
2014,4,26,0,1467726,1
2013,10,46,0,6090,0
2014,4,22,1,415410,0
2014,2,94,18,4620,0
2014,3,84,0,3024,0
2014,10,14,1,136890,1
2014,2,35,7,115668,0
2014,2,60,1,90489,0
2014,7,57,4,2655,0
2013,10,4,5,20532,0
2014,10,95,1,2385,0
2014,10,57,15,409956,0
2014,2,76,4,542790,1
2014,5,22,2,125079,1
2014,1,59,2,74250,1
2014,10,92,3,20700,0
2014,7,86,7,368220,0
2014,1,94,16,92136,0
2013,8,71,4,485940,1
2014,1,39,0,51714,1
2014,6,84,6,5049,0
2014,1,100,3,1172724,1
2014,5,88,1,13464,0
2014,2,46,6,207750,1
2014,5,37,2,21672,0
2013,9,16,4,35424,0
2014,8,53,3,85305,1
2013,9,5,2,5940,0
2014,3,91,10,2520,0
2014,1,62,0,10902,0
2014,7,95,9,695583,1
2014,1,27,2,890082,1
2014,8,55,2,757536,1
2014,9,72,3,52815,0
2014,4,19,7,139728,0
2014,5,92,6,113184,0
2014,8,27,0,14952,0
2014,1,62,5,705318,0
2014,3,6,0,1362357,1
2014,9,73,14,11076,0
2014,9,86,4,23400,0
2014,10,5,1,5940,0
2014,4,18,3,32349,0
2014,2,86,8,120780,0
2014,10,86,4,120780,0
2013,9,43,7,18315,0
2013,8,39,2,203616,1
2014,3,9,5,27798,0
2014,9,97,2,38586,0
2014,2,48,0,5964,0
2014,7,58,0,42282,0
2014,6,88,8,6120,0
2014,5,70,4,149574,0
2013,8,47,2,4896,0
2014,2,31,0,1467726,1
2013,10,94,11,52824,0
2014,10,73,0,1305657,1
2014,6,61,0,22659,0
2014,2,61,4,486207,1
2014,9,95,11,126540,0
2014,4,57,2,39804,0
2014,6,89,1,36708,0
2014,9,6,1,94464,0
2014,4,43,7,8235,0
2013,8,61,15,7224,0
2014,7,61,1,217377,1
2014,6,4,0,5460,0
2014,7,3,6,24174,0
2014,8,88,14,19422,0
2014,3,9,1,75072,0
2014,5,24,1,304794,1
2013,10,16,4,213435,1
2014,3,94,14,22950,0
2014,3,14,2,22971,0
2014,9,80,1,675108,1
2014,10,30,4,356400,1
2013,9,73,0,1252350,1
2014,10,88,10,44016,0
2014,7,19,2,38913,0
2014,7,56,1,116208,0
2014,6,8,5,291066,1
2014,10,81,3,21450,0
2014,1,69,3,387150,1
2014,6,4,6,30318,0
2014,1,92,2,89661,0
2014,10,38,1,272355,1
2014,3,49,0,127008,0
